,promptId,uniqueId,essay,evaluator_rating
551,2,2_101,"The major reason of rich person is getting rich and poor is geeting more poor is because of the corruption,which is a kind of a disease needs to be cure.For this,certain NGO's are taking initiative to help these kind of people's issues/views.Effective Remedies are as Follows:1) Stop giving donations to the temples,church,etc. buy something essential things/goods of that money for poor people which needs them2) Stop pouring unnecessary milk inside the temple, atleast give that milk to needy to consume3) Helping poor people by giving food,clothes and also showing some kind of humanity. Through this atleast we can try to reduce the starvation in poor people.REDUCING CORRUPTION AND GIVING THE EQUAL RIGHTS TO EVERY COMMON PERSON WILL SOMEWHERE HELP TO REDUCE THIS SITUATION CALLED RICH IS GETTING RICH AND POOR GETTING MORE POOR.",1.0
552,2,2_270,"It is true that the gap between rich and poor day to day increasing in the society. the rich people are not taking responsibilty of the Society. they are haressment of the poor's.The poor also increasing thier wealth for the day,s meal and increasing the standard of living. they are doing hard working but they are depends on the employment.reasons of the problem1. Increase the population of the country.2. decrease the employbility3. misuse of nature4. Descrease theEductation of the Poor's5 cut throat competition in the society6. corruptionThe rich have lots of opportunity of increasing the wealth in the society. the poor work in the rich people factory and orgnisation on the low wages and salary.the main problem rich and poor pluaguing our society is communication gap aslo effect to this problem. In mumbai and delhi cities,70% poor people are sleep on the FOOTPATH. the poor have not proper hous for living.some rich people helps to the socity for increase their satnd",1.0
553,2,2_207,"Rich gets more richand poor get more poor a dialogue of many movies and so-called Leaders of the nation. The ugly truth of our society is this only that this gap of Rich-Poor is increasing day by day. Youmay discuss about it whole day but on other hand there would be no real solutions to this problem.The main reasons for this Plague in the society are corruption, political agendas, discrimination etc. but what effects or simply is the root cause of this gap is the Thinking of the common person. Every individual of the societyis having some thoughts on the Rich-Poor discrimination but they don't start from themselves. The caste discimination had always been a major flaw in the equal treatment of every individual in the society. Political Parties should begoverning bodies of this gap but instead of decreasing the gap they tend to increase this gap. Instead of Giving support to the common people and demolish rich-poor gapthey start discriminating among caste and make this gap as a tool for their political campaigns.Corruption will be the main cause for this gap of rich-poor. Richtend to bribe government bodies which in turn make them more richer, they hide their money property for which they dont give tax. This in turn effect the Government's money which directly affects poor. On one hand rich has enough to feed thousands of people and on other hand poor can't feed himself.To improve this status we common people need to change our thinking &amp; should encourage Common Happiness &amp; Common Prosperity. As for",3.0
554,2,2_130,"THE INCREASING GAP BETWEEN RICH AND POOR IS PLAGUING OUR SOCIETY TODAY.Today has gap between rich and poor it is important to analise 'WHY IT IS SO'?. As we know that day by day the gap between rich and poor people is increasing,but this thing is not good for a country.As in our country many thins which are not good for growth of country.Today rich people's are not interested in interlink with poor people ,this thing is plauging our society.The think rich people's are not interlink with poor people's is not a loss for country bus also a loss for people's ,as if peoples's are not interlink with each other then they can't share the think with each other. As poor people's are mainly dependent upon the agreeculture , so they have no sufficient money to do anything best for agreeculture or for the income source, but if the both society helps to eachother then poor people get more income as in agreeculture then rich people can get the low prices on many things which aregood for survive better life .But today as we know that there is no link between poor and rich people's ,so many companies interfare between these two societies and get more profit ,as many companies get the product from poor people's on a low price and then after they sell them in a society of rich people with a high rate .Rich people's pay for them and they get loss and similerlly the poor people's doesn't get enough profit all of these things are plauging the society today .If the gap between rich and poor people can decrese then the poor people can get good income and then they can litrate the poor childs and rich people can get same thing on low price .so we can sat",2.0
555,2,2_54,today time it isa major problem between rich people and poor people. now a days population of our country is rise reapidly by which the jobs for the the people are going to be diminished by which all the person are not full fill the position for this thats why the rich people are going to be more rich and poor people are going to be more poor. also the lack of education it the important and major thing for this situation. we have to need to educate the people to make them perfect to ovecome this problem also we have to need to gave the opportunity for all the people to get job.if people get educated then they hav talent to get job in any field easily. also we have made new companyies for giving the job. hunger is also the major problem for the people who did not get job beacuse hunger make people unfit and also in this situation many disease are arise by which they lost their life.farmers also face many problems like this which make them unsecure. it is true that half of the earth's wealth lies in the hand of one percent of its people while the quarter of the population cannot feed itself a day meal it is very bad situation for all over the world.we have to need to rise up and fight for the justice for overcome this situation.in every country of the world it is big problem so we have to need to overcome from this problem by education or any other thing. in india it is also a problem for lack of education and also hunger in every place of our country we have seen the people at streets or at bus stop where we seen beeger they are face the hunger situation and also the small childs with them the also fighjt with this situation.At last but not at least we have to figt these situation also the government of the our country and all over the world.,1.5
556,2,2_23,"Yes today we can see that there is a increasing a gap betwee the rich and the poor. The correption and the inflitation can be some of the reasons for this gap.There can be many consiquenses that our society has to face.a) Increase in cost of living of peopleb) The innovation in the technological industryc) No proper education for the poor people which are leading crimes like robbary, thefts, murders by thes poor people.these are only some reasons for this gap. We have seen as today our government are providing many scheames to improve the lifes of poor people. Our society should also do somethings creative to improve lifes of such people. people are getting richer day by day which has very bad impacts on our society. But we can also see that one sided efforts are not always successful. we can see people living in un higanic places or villages they get dependent on wifes income the men rarely goes to work, this dhoes that willing ness to do work is also important. Our government can provide free education to the poor people by employing teachers for a rural area itself so there will be a very little conflict of momey interest. The education should be atleast they have the knowledge of the society. But there has some changes can be see after Modi has been selected as our P.M Some schemes like.a) Make in Indiab) Skill IndiaSuch schemes can contribute to improve the livingof such people. And the resent event of banning of 500 And 1000 notes can also impact in improving the lives of poor people. We can also see that government is also providing awareness programme so every pleople have the knowledge of initiatives taken by our government. Ther are pros and cons of every thing. But nothing can be done over night. India has to Change the way of thinking",2.5
557,2,2_348,"Here the topic is increasing gap between rich and poor is plauging our society today .this is because of rich people dont want to watch a poor people ,they think its so bad effect in our society but according to me their is no interfere in peole. peoples dont wnt to chng their opinion but it must be compulsion some rich people are too good they help needy people in our society .the main reason of increasing this gap because nobody wants a comproise every person wants a live free life but it is not impoosible if we want to decrease this gap then some compromise will be accepted rich people wants a more and more earn money but in case of poor some people dont want nthing if we do something in our society then it will effect in our nation.In india main problem is corruption .if we want stops this gap then corruption should be stopped.now adays our prime minister take a very big step and step is ban of 1000 note and 500 note is banned.it is very good decision which is taken by our PM .many problems are arise but in some days we look a new birth of our nation. because in rich family many peoples have black money and in poor family they dont pay the daily things which is very irrevelent and this is very big problem in many poor family but if everybody wants a equality then we do something in our society .we all know about the proverb:-''soch badloge tbhi to india badlega''. it means we change in our thinking about the increasing gap of rich annd poor is plauging our society today.this is the reason and consequences corruption should be stopped.then",3.0
558,2,2_265,"It,s true that day by day the gap between the poor and rich is increasing.One powerful reason is lack of education.If a poor man even educate herself or himself properly then he or she can reduce poority.Second reason may be the government.The government should take care of those people who don't get their meal,the government should take the resposibility to educate all poor people who doesn't have sufficientmoney for their education.On the other side the lifestyle of the rich people is totally different.They take admissions in good universities or colleges and upgrade themselves which thee poor people can't do.They don't have sufficient money to upgrade themselves.The poor people don't have as much money that they can educate themselves properly,thus they don't get chance in the good colleges and even don'nt get a good job .Also caste,categories matters in some aspects.If the religion ,racism can be removed from the minds of people then it would be easier to diminish the gap between rich and poor.So,as a remedy i want state that the gap between poor and rich never be diminished .But one way to get a recovery from this prolem is proper education.The government have to take care of the education,even the poor people can read,study.Because we all know that education is a powerful weapon to come over all problems.Thus, i think the difference between the poor and rich can be reduced upto a level.",2.0
559,2,2_376,"As we know that we are living in the age of globalization and industrialization, we can see development in each and every sector of the society but not at the expected pace.The main factor that causes resistence to the development of the society and nation is the increasing gap between rich and poor.Thus,it is of paramount importance to fulfill the gap between the two.There is no doubt that the reason for this pathetic situation is corruption.The corruption can be in the form of scams like 2g scam,coal scam or the people keeping black money that resists the circulation of money.As a result of which the gap between rich and poor is increasing at a very rapid pace thus hindering the development of the society.Thus, removing corruption from the zip of the pant to the tip of the is of paramount significance.So,various steps are being taken by the government so as fulfill the vacant space between two.The significant step taken by the government is to stop the regulation ofhigher currency.Thus,creating the panic among the people keeping illeagal cash.The panic can be seen in the form like people are setting their black money to fire,destroying them.This will definately help in filling the gap between the rich and poor in the long run.The recirculation of higher currency is being done by the government.This will have a significant effect in the future in the form of lower price of goods.Other policies that are taking pace are the digital india as a result of which more job opportunities are created.Make in India is another policy that allow companies from other nations to open their workstations in India thus creating job opportunities.As the saying goes,The problem created by one mind can not be solved by the same mind by Sir Albert Einstein.Thus,it is of paramount important for us to look at the things in a more cautious and creative manner soas to overcome this havoc.",3.5
560,2,2_278,"It is a fact that the increasing gap between the rich and poor is segmenting the society in two parts which have a wide gap between them. The rich are becoming rich and poor are becoming poorer, this creates a sense of inferiority among the weaker section of the society. This gap is widening day by day and is leading to imbalance in the society. Poor people often are not able to earn their living and are forced to indulge in criminal activities like robbery, theft etc. Poor section is unable to provide proper education to their children due to which their coming generation also is unable to bring much of a change in their exsisting situation.Many a times, politicians to earn votes differentiate poor people on the basis of caste and demand reservation for them. But in these cases also the people of these castes who are economically stronger are benefitted more. These reservation policy also does not help the poor people much. These people most of the times do not even know the policies formed for them and are unable to get the benefits. Rich people are not at all concerned about the weaker section as they are busy earning more and more money and in making their life much more comfortable and luxurious.The weaker section of the society can be benefitted if the are aware of the schemes and policies made for the, so government must look in detail that these people much made aware about all the policies working in their favour. The reservation or quota must be given on the economic backgroung of the person and not the caste to which a person belongs. If a person is financially weak he/she must be given all possible help irrespective of the caste he/she belongs to. It is the need of the hour that we must try and lessen this gap between poor and rich if we want to have a stable society where everybody is likely to help each other.",2.5
561,2,2_237,"Now the polpulation of the earth becomes very huge. This is the reason for that, a percentage of people becomes very rich and another people becomes poor.The increasing gapbetween rich and poor is also for a effect of our narrow mentality. It also effects our society. For the lack of awareness of Indian Governmentmany people gain and stored their black money. So, a percentage of people always be rich. For this many people are suffering for foods, cloths, money. So, the division occure.      Now a days, this is a very serious problem in our society. Rich people capture the market and they operate rest of the poor people as they wants. From the past to present this is a very serious problem. If we do not look after this serious matter, in future It will be a very huge and destructive problem. We all are saying in our mouth that we are the same boat brothers.But in real we do nothing. Weshould be very shame for our work. We say that we are educated people, but in real we do the opposite work from an educated people. We should give proper education to our next generation and learn them that we respect all people of our world. We must taught them that we does not give a barrier between poor and rich men.       In-spite of controlling our population we should give the notice to the work that can reduce the separation barrier of the poor rich people. We also change our minds. We, must create a new socity which have no barrier. WE must do it for our upcoming generation, This is the responsibility of us to give a perfect future to our next generation. If we concern we can control this serious matter.We must aware of this.",2.5
562,2,2_303,Increasing gap between Rich and Poor  Economic divergence exists everywhere in the society.The rich is getting richer while on other hand poor is suffering.The reason for the gap lies in the economic status of the country.Unemployment is one of the biggest reason that poor are suffering.Though most of the wealth lies in the hands of few rich people but that does not make the country rich.Poor suffers because they are unemployed and they lack the basic resources. The effective way to overcome this situation is to work for the benefit of the poor people; this does not mean that distributing the money among them.Providing with the basic education and making them literate is the first step.Later comes training them or conducting programs to develop and making them skilled in the area pf interest.Employment will definitely eradicate most of the problems in the society.Removing the gap between rich and poor will bring everyone on the same platform.This will help in providing equal opportunity and lead to the success of the people across the country. As the gap between rich and poor decreases it brings economic stability in the country.This will not only enhance the life of poor but ultimately lead to the success of the country.The gap between rich and poor decreasing will lead to well flourished country.The gap between ich and poor is the evil to the society and country and must be removed so that the country grows.For any country to gropw and flourish must remove the gap between rich and poor and bring everyone on the same platform.This will lead to equal opp,2.5
563,2,2_356,"Gap Between Rich And PoorOne of the most common problem of our modern society is the increasing gap between rich and poor. Today this problem plaguing our society. Rich become richer and poor become poorer. It is the most common problem of every country.Half of earth's wealth in the hands of one percent of its people while a quarter of the population cannot feed itself a day's meal. It is a very serius problem of modern society. This problem stops the growth of our society, stops the growth of country. Many rich people and politicians cannot pay the income tax, sales tax nad various tax to our government. That's why our government become poorer. And for this reason government may not be able to help the poors. In India this problem is much more higher than other country. The number of poor is increasing day by day in India. Because the level of corruption is much more higher in indian society. For this reason poor would not get the proper helps from government. And the amount of job is also decreasing day by day. The sensex and Niffty also decreasing day by day. That's why many people loose their job daily and become poor. The lower order people are affected by the increasing rate of daily comodities. Some rich people may noty pay the taxes, for this reason govt increases the other taxes to fulfill their account. For this reason middle and lower class peoples are affected. And for this reason they become poor day by day. It is the main problem of every country.Central government have to made some strict rules to stop this. They have to made some strict rules for rich and corrupted people. Also they have to solved the farmers problem. They have to distributed rice , wheat, sugar, oil in much more less than market price among poor. Poors and lower order people can be provided with all kinds of help from government. The government should make some job oppurtunity for the poor peoples to make them happy. By this kind of process we can decrease the gap between rich and poor people.",3.0
564,2,2_281,introdution- indian eonomy is based on harvesting.75% population depend on the agriculture. in india there is huge gap between rih and poor. rich is going to be more rih and poor is going to be more poor.but rih do not think about this that if people is not involve in agriculture than what they eat? so basially this is a very serious thing.in india there is big problem of orruption also.rih there is a big problem of inequalitydiscrimination.reason-there are huge population in india but the poor population in heavy quantity beause we dont give the chane to everyone.india is not also develop country.we should have give to hane everyone. poor people face many difficulties beause there is also lack of education mostly people uneduated. so they do not know the their right. there is politis also reates the problem.poor people are innocent so rich easily make their fool.there is also gender biasness. beause in previous years they treat female as a maid or they think that female only for house work they did not provide education for female.or the population is too much so only one person can not effort to whole family expenses.consequenes- there are so many onequenes rich is become more rich and poor is beome more poor. PM started many scheme for the poor people.this is a good thing. orruption plays a more important role in this area beuse who is rih they want more and more money. thats why there is increase such cases lyk robery murder kidnaping etc because people have not suffiient money.,2.0
565,2,2_251,Now a days a problem which is going in our society is called corruption.corruption play an important role to increasing the gap between rich and poor people in our society.Rich people are richer or richer and poor people are poorer or poorer.it can be only done by the think of rich people or poor people.if poor people don't give any chance to hide his/her boss income taxes.so the gap is between in the poor or rich is not increasing. this is decision of poor people who work in the house of big businessmen.this is a decision of that type of people who not fill our tax in the income tax department.if the rich people not pay the tax so the the gap between the poor or rich is always increase.so be a indian person our duty is fill the income tax for decreasing the gap between the rich and poor people.corruption is a biggest problem in the country.if our society want to decrease the gap between of rich people or poor people so we all have to pay the tax.now a days our prime minister MR. Narendra modi is take a decision of decrease the gap between rich people or poor people by the ban of 500 and 1000 notes .By this decision black money finished by the that type people who have very big amount of black money.the person who earn money by breaking the income tax rules that type of money are called black money.now our prime minister take a very big decision to decreasing the gap of our society the gap which is in the poor people or rich people by the use of this note ban trick all balck money is came outside the department or society and our dutuy is to take th,3.0
566,2,2_261,Its our society today responsible for the gap between the poor and rich .By this we can understand that people are forced to be poor in the country through out his life if he is been born poor.Every time for any of his work or for bringing up his ward he has to work under these rich for money and even to feed his family.Even working hard under rich they do not give poor the appropriate amount of money for there works.In case of a farmer whose income depends on the crops he produce he have to get good yeilds for crops to sell them in the market.While a rich person may spend a lot of money on his ward for the enjoyments in malls but always bargain to those small farmers when they go for buying the vegetables etc.This is the main concept in peoples mind that they can bargain in small shops of farmer who may give u a few things like corrianders and curry leaves in free of cost .Instead being so kind hearted to all people they are always poor.But inc ase of those big mall vegetables may be so expensive and every bit of corriander is been billed and we pay for it without asking for a money decrease.Its not only my way of thinking but whole country does this every time they face a poor farmer.poor in world become poor and rich continues to be rich forever.have we ever bargained to a mall person for a discount but we alway do it with farmers who are poor.All people feel like giving money to charitable trusts and all but its too a type of charity if u pay what your shopkeeper asked u to pay without bargaining.Helping mankind is a type of goodness not a charity.,2.5
567,2,2_144,"The Increasing Gap between Rich and Poor is Plaguing Our Society In the past, 19th century the wealth of earths continents were divided equally as per given rooles and regulations. But now in today's date the increase in population leads to increase in economy and hance increase in wealth. There was wealth balance at the past years, but now in present there is increase in corruption and illigal things, leads to unbalancing the peoples wealth who deserve. As because of this situation, half of earth's wealth lies in the hands of one percent of its peaple who deserve while a quarter of the population cannot feed itself a day's meal. And because of this big issue, the gap with respect to wealth increased between rich and poor peoples and which directly affects the wealth of society. At present there are many effective steps are taken by our PM Mr. Narendra Modi in which the notes of 500 and 1000 rs. are confermed illigle and which results the decrease in corrupted moneys. Hance to decrease the gap between rich and poor peaple with reapect to wealth we have talk veru hard end efficient steps as like our prime minister took.So Weal",2.0
568,2,2_91,"the rise of the working rich reinforce america selfasthe land of oppourtunity but,by some measures,that image is an illusion.severalnew studies show parental income to be a better predictotr of whether someone will be rich or poor in amrica than in canada or much of europe.In america about half of the income disparities in one generationare reflected in the next in canada and the nordic countries that proportion is about a fifth. It is not clear whether this is increasing the evidence is mixed many studies suggest that mobility between generation has stayed roughly the same in recent decades,and some suggest it is decreasing event so,ordinary americans seem to belive that theirs is still a land of opportunity.The proportion who about the fifth.rich society is a very very clothes,foods,fruits,and furnitures etc.consequences follow when the rising tide raises too few boats.the impact of stagment wages has been duiled byrising",2.5
569,2,2_119,"The increasing gap between rich and poor is plauging our society today. Yes, i deeply accept this fact. This difference today not only harms our society but also the people of India. Society today is very concerned about this difference of rich and poor. We all have heard this a lot of times thatRich people are getting more RichandPoor people are getting more Poor.We in fact thi is very true. The worst part about this problem in our society is the Middle class people are not able to lift up their lives. Everybody in life tries really hard to achive a healthy and luxirious life but some issues in our society comes in between which makes itunfairfor the poor. They work as hard as Rich people but still they do not get a fair wage for their hard work. Half of earth's wealth lies in the hands of one percent of its people while a quarter of the population cannot feed itself a day'smean.This difference between the gap of rich and poor is also effecting the education to be provided by the families. If we talk about to get rid of this issue their can be many solutions for this. First of all the goverment of the individual country should take some very strict steps to stop people who are being unfair to the poor. In fact the new GST bill which will be applies from next year in our country is one of a kind of remedy to the situation of the gap between the rich and poor. Every dailt use things will be the same for evryone in the whole country which makes it fair to everyone in the country. If we all try to be together and stand united for this situation. We can get rid of it.",3.5
570,2,2_155,"The growing Societies Gap between the poor and richThe gap between the poor and rich has stretched to its widest level since time memorial.The gap between the poor and the rich is related to the concept of equity: opportunity equality and outcome equality.This paper explores different aspects related to the growing gap between the poor and the rich.There are several reason why thereis growing gap between them poor and the rich within societies.These reasons normally are interrelated.The major factor that are seen to affect the growing gab include innate ability,culture education,globalization,labor markets,policy,tax reforms.technological changes,rasicm,gender,inequality in salaries and wages. A major cause of the growing between the poor and the rich within modern economies is the wage determination by the capitalist market.on the other hand,there will be a low demand to go the job.When the supply is high and the demand is low for a job,there wilol be a low wage.Apart from the market related factors which impact the inequality thw wages,government facililated initiatives can as well decrese or increse inequality.Policy marker and social scientists debate the effectiveness and relative merits of every stratgy of inequality regulation.hence the ammount of income inequality in society will be reduce ..Implemation of progressinve taxation that will result to the rich being taxed relatively more as compared to the poor.Minimum wage legislation initiative will raise the income of the poorest worker.Products subsidization initiative will result to services and good being provided cheaply to evrybody.In conclusion, the trend whereby only the rich become rich can be resolved or reversed by putting more emphasis on financial litracy,educaton and investing in human capital,but this is not expected to be effected within the next decade because the growing divide between the poor and the rich in most countries such as USa is worsening because of the manner in which the resources are allocated.",3.5
571,2,2_341,"I am concerning over the poor and rich family, there are lot of difference between lower class people and high class people.society is always focus upon rich people. becouse they contribute to the society and also welfare of poverty people, and give donation, give charity, and educational facility to the poverty line peolpe, some reward to the poor persons. we are seen the total population of our country is approximately 1.5 billion. it is the 70% of total population is comesunderthe poverty line people.I concisely think that, Govt. is giving the extra facilities to lower class people like loans facility, subsidies from the bank.gramid yojna, ladli lakhmi yojna, etc. this is the welfareof poor person. and Govt is keep strictly focus on black money holder, against the high class people.recently P.M Modi is striclty vain on black money, andtake stricly action agains blackmoney holders, now its currency is also change 2000 Rs and 500 Rs new currency, they also focus on commodity market and share market.this is really great importance in improving our society and upliftment of lower class people.this is great steps taken by the PM.modi.INDIA IS LEADING IN TOWARDS DEVEL",1.5
572,2,2_170,"the gap between the poor and rich has stretched to its widest levels since time memorial. Economic inequality also referred to as the gap between the poor and the rich, wealth disparity or income consists of differences in the income and wealth distributionl. Typically the term, the gap between the poor and the rich refers to the inequality among groups and individual in the society, but can as well refer to inequality among countreis. The gap between the poor and the rich is related to the concept of equality. The several resons Why there is a growing gap between the poor and the rich within societies. These resons are normally interrelated. The major factors that are seen to affect gorwing gap includesinnate ability, education, culture, globalization, labourmarkets, policy, taxes reforms, technological changes, salaries and wages. A major cause of thegrowing gap between the poor and the rich within modren economies is the wage determination by the capitalist markets. The job wages are determind by demand and supply in the capitalist markets. For instance, in a situatuion where there are many workers who are willing to do job for a desirable time, then the supply of labour will be high for that job. On other hand, there will low demand for a job in case there are few persons willing to do job. When the supply is high and the demand is low for a job, there will be a low wage.in conclusion whereby only the rich become rich can be resolved or reversed by putting mor emphasis on financial litercay, education and investing in human capital. But this not expected to be effected within the next decade because the growing divide between the poor and rich such as USA is increasing because of the manner in which sources are loc",2.0
573,2,2_135,The increasing gap between rich and poor is plaguing our society today. it is very bad to know that in our society yhe poor getting more poor and rich getting more richer. We have top understand the problems of poor people and should be helpfull for them.In our society we have to focus on the poors instead of rich peoples. We should not encourage corruption . The gap between rich and poor people is very high . we have to maintain that gap to develop our society. in our society there are many peoples who can not feed themself a day's meal and that is so bad . We have to encourage those people to study so that they can feed themselves.Our government doing many activities or we can say Abhiyan to improve our society and its condition.There are many schools and colleges that provide free education to the poor . They helps to create a bright future for them. These government institutionsgiving opportunities and scholarships to encourage people and helps them in studies.There are manyreasons behind this gap of rich and poor people . Many poor people are not intersted because they don't have knowledge about the government resources. They are not awarefrom these kind of opportunities. So we have to aware them about all the opportunities of government. We can organize awareness shows in different regions . It will help them. We have to encourage them because it is all about the society that change and this chage is really important.We have to stop the increasing gap between rich and poor . Because this gap is not good for the society . The main motive of this change is to make our society better and peacefull . For this betterment we have to do efforts and hard work .,3.5
574,2,2_311,"In today's era. The gap between rich and poor has been increase because rich is becoming richer and poor is becoming poorer and thus this is the main reason behind the gap. Another reason behind this is corruption which makes the rich person more rich. Thus large amount of black money has been raised in the past few years.To put an end to thgis, our PM of india Mr. Narendra modi take a very important step for our india country and our country people by his surgical strike to ban the denominations of rupee 500 and rupee 1000 notes. This step which is taken by PM of India is very useful for the well development of our nation and indian people are also support and do agree with the decision of PM. this is the right time to take this step and it will help to the decrease the gap between poor and rich persons because if corruption is end then each and every person either a poor or rich person can do work easily and earn their honest money. If this is apply to our country then every one will become equal and everyone will respect to everyone.This step of banning the notes has both pros and cons.The pros are that there will be no more duplicate notes and to some extent it will put an end to black money, but cons are that middle class &amp; lower class people are suffering as they are not even able to eat their daily breads. so, I support PM Narendra modi but some step should be taken for poor people. Once all are equal in the country then automatically the gap or difference between the poor and rich people will end. All the people will live togetherly and happily in the india country, and it will surely our india country come in the list of best countries.",2.5
575,2,2_380,"As the population on the earth is increasing at an alarming rate and so as the incrase in gap between the rich and poor. Rich are becoming more richer and poor are becoming more poorer. The main reason for this tremendous happening is corruption, which is not only plaguing our society but also affecting us in one way or the other. Taking the example of our contry India, where most of the political parties comprises of illetrate and uneducated people, who only know the best abouthow to make money rather than doing the job they have been appointed for. These corrupted politicians are the root cause for the backwardness of our nation. Most of our nation's wealth lies in the hand of rich people and they do nothing of that money for the one who really in needof it rather they are too busy in enjoying their own luxury. Almost quarter of the population on earth are incapable of feeding themselves at daily basis. The most sad partabout these poor people is to see them picking and finding some eatables in the garbage and dumped wastes. On the other hand the onewho is over blessed in all aspects like money, health, etc. are wasting the money and food for necessarily no reason. Threfore, it is a high time now. We should understand the difference between the sufficient needs and exceeds. If we have more than sufficient, better to contribute it rather than wasting it. And this should be opted by each and every individual and especially the youth, because we are the important foundation of our nation. Other than this the old corrupted politicians should be replacd by the youth so that they can work for a better nation with foll innovative mind and ideas. This will really lead to a greate",3.0
576,2,2_131,"The increasing gap between rich and poor is plaguing our society today.there are some reson behind this, rich people don't like poor people,all rich people do bussiness among themselves so that they can gate maximum benefits. they feel uncomfortable in interacting with poor people. poor people also don't make any group for work , poor people don't dream they think dreams are for rich people only, some of them dream but not do anythings for their dream to come true.they also feel uncomfortable in interacting with rich people.In todays world all rich and poor people think about themselves only.They do things for themselves, rich people give job to poor people and then use them for their benefits.All rich people and poor people hate each other in todays world, because they not interacting with each other. Because of this seventy percent of total population work for thirty percent of population. All poor people not get the benefits of all the provided materials from the governments. And because of this all the wealth of todays world lies in hands of one percent of population. due to these reasons our society, still needs people interfearence, so that we make them more knowledgeble so that they move with rich people in every field of the world.There can be some effective remedy for this , government can talk with poor people directly so that govt. understand their problems and take steps to solve these problems so that poor people can also enjoy the freedom, govt. also announce the latest implementation of rules for poor people on radio and on television.We should give them knowledge of our constitution, and tell them about our rights so that they raise questions, and complain their problem directly to government. Government must provide education for older age people also so that they do their small business successfully in market and earn good profit. so that they see dream and do's their best to make their dreams truth, so that they move equally with rich people. we taught poor people how to think differently to become different.",2.5
577,2,2_373,"At the tme where india is getting digital and fighting against the curroption,some areas of our country has peoples or families who can not feed a days meal. yes may its only happens becouses of lack of sources of literacy that must privide to the people to get sufficient jobs to do.the unemployment is not only reason of the gap between rich and poor, corruption in every fields lead to this gap,that some people does not have any food to eat and some have money for their next seven generation in India ! it is nessecary to fill the gap between poor and rich by providing employment to poor and people who are under poverty line at the time when going to point of globlization first we should follow our short term goals.short term gols refferd to the fullfillment of needs of lower class people the goverment should introduce some kinds of scheme so that every family can atleast have a member to earn and should also rty to catch the persons who earns more than their income should by black marketing or else .this leads to the similarities between lower, middle,upper class society becouse now a days the gap is not exist between lower and upper class people even middle class families also suffered from this the have been facing the same problem so for the wilfare of the society we should try to fill the gap with ourselves and should co-operate with the schems of goverment which are introduce to overcome from this gap.",2.5
578,2,2_40,"We must actually appreciate the guy who coined the name RICH and POOR. Abbreviations for those terms have been moving through the social media over decades stating that rich will become richer whereas poor will become poorer. Yes it definitely causes a lot of descrimination leading to social problems. There are a lot of reasons for this gap between rich and poor which is climbing up at a higher rate in underdeveloped country like ours. Once we were told that our country was a developing economy until sometime 3 months before, a economic statistics firm told that were are an underdeveloped economic stated country. That hurt a lot of youngsters incluing me. The reasons behind this increasing gap between rich and poor are primarily due to political tactics. Recently we would have heard the news that UttarPradesh chief minister Akilesh Yadav had personal affairs with his father Mulayam Singh Yadav for the past few weeks. Suddenly they were united under Lalu Prasad Yadav. What infers from this news is that,in order to get majority of votes in the coming election and to remain in power, even those guys hide their personal emotions. People who live beyond their income level to succesfully run a family won&#039;t have time to notice these problems existing in the country. If a promise is given of providing any free products, or subsidies or discounts, they will vote for that political party. Behind the scene is what they fail to notice. Those so called leaders will collect a lot of cash which is sanctioned by central or state government to perform people friendly tasks such as laying roads, street light, etc which they won&#039;t do. Instead they will grow richer and we normal people will never grow up.Half of wealth lies truely in the hands of one percent of the people. Some of those people would have done hard work (Elon Musk-Tesla) where else some would have done smart work (Mark Zuckerberg- Facebook) and few with fraud works (you know them). On the other side nearly 30% of the people don&#039;t have shelter nor feed themselves a meal once a day. Some urge the removal of 500 and 1000 rupee notes in our country, reason behind it is to find the black money. It is by far the best remedy. Nothing else can bypass smart work.",2.5
